Active,For Launch,System,Item ID,Category,Item Name,Name Translation,Description Translation,Rarity,Icon ID,Collection,Coin Price,Premium Price,Dollar Price,Override,Source,Gearbox Pool,In Daily,In Weekly,In Static,Status,Description
TRUE,TRUE,Cosmetic,wardrobe_hair_afro,Hair,Afro,wardrobe_hair_afro.name,wardrobe_hair_afro.desc,Uncommon,mcc:island_cosmetics.hair.afro,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,My hair A large black mass of curly hair that extends above and around the head without covering the face. (May include a comb on top) [Surprisingly easy to maintain.]
TRUE,TRUE,Cosmetic,wardrobe_hair_amish,Hair,Amish,wardrobe_hair_amish.name,wardrobe_hair_amish.desc,Uncommon,mcc:island_cosmetics.hair.amish,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A beard that comes from the sides of the head through the chin and around the neck. [Technology not included.]
TRUE,TRUE,Cosmetic,wardrobe_hair_anime,Hair,Anime,wardrobe_hair_anime.name,wardrobe_hair_anime.desc,Rare,mcc:island_cosmetics.hair.anime,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Embrace your inner sayyin. [I found the protagonist.]
TRUE,TRUE,Cosmetic,wardrobe_hair_bangs,Hair,Bangs,wardrobe_hair_bangs.name,wardrobe_hair_bangs.desc,Common,mcc:island_cosmetics.hair.bangs,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Long hair goth girl haircut that covers the forehead. [Why are we still here? Just to suffer?]
TRUE,TRUE,Cosmetic,wardrobe_hair_barbarian,Hair,Barbarian,wardrobe_hair_barbarian.name,wardrobe_hair_barbarian.desc,Rare,mcc:island_cosmetics.hair.barbarian,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Long hair leading into two braids that rest over the shoulders. [YAAAAAARGH!]
TRUE,TRUE,Cosmetic,wardrobe_hair_basic,Hair,Basic,wardrobe_hair_basic.name,wardrobe_hair_basic.desc,Common,mcc:island_cosmetics.hair.basic,Hair,---,---, --- ,No Currency,default,,FALSE,FALSE,TRUE,Complete,[The hairstyle without the style.]
TRUE,TRUE,Cosmetic,wardrobe_hair_beehive,Hair,Beehive,wardrobe_hair_beehive.name,wardrobe_hair_beehive.desc,Epic,mcc:island_cosmetics.hair.beehive,Hair,"8,438",300, $ 6.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,The column haircut. [Preferred to reference as the B-52 Strategic Bomber cut]
TRUE,TRUE,Cosmetic,wardrobe_hair_beetle,Hair,Beetle,wardrobe_hair_beetle.name,wardrobe_hair_beetle.desc,Common,mcc:island_cosmetics.hair.beetle,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Iconic 60s bowlcut rocker trim. [Fear and Love.]
TRUE,TRUE,Cosmetic,wardrobe_hair_bob,Hair,Bob,wardrobe_hair_bob.name,wardrobe_hair_bob.desc,Uncommon,mcc:island_cosmetics.hair.bob,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A short bob with bangs. [Also called the Robert.]
TRUE,TRUE,Cosmetic,wardrobe_hair_braid,Hair,Braid,wardrobe_hair_braid.name,wardrobe_hair_braid.desc,Common,mcc:island_cosmetics.hair.braid,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Two long braids coil down the head and shoulders. [Bonding activity bonding.]
TRUE,TRUE,Cosmetic,wardrobe_hair_bun,Hair,Bun,wardrobe_hair_bun.name,wardrobe_hair_bun.desc,Common,mcc:island_cosmetics.hair.bun,Hair,---,---, --- ,No Currency,default,,FALSE,FALSE,FALSE,Complete,A bun of hair on the back of your head. [Now i'm hungry.]
TRUE,TRUE,Cosmetic,wardrobe_hair_cornrows,Hair,Cornrows,wardrobe_hair_cornrows.name,wardrobe_hair_cornrows.desc,Common,mcc:island_cosmetics.hair.cornrows,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"The hair is braided very close to the scalp, using an underhand, upward motion to make a continuous, raised row. [Please don't harvest.]"
TRUE,TRUE,Cosmetic,wardrobe_hair_curly,Hair,Curly,wardrobe_hair_curly.name,wardrobe_hair_curly.desc,Common,mcc:island_cosmetics.hair.curly,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A circular bob of curly hair. [The other two stooges couldn't make it.]
TRUE,TRUE,Cosmetic,wardrobe_hair_dad,Hair,Dad,wardrobe_hair_dad.name,wardrobe_hair_dad.desc,Uncommon,mcc:island_cosmetics.hair.dad,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"A balding scalp with some moustache to go with it. [Are ya winning, son?]"
TRUE,TRUE,Cosmetic,wardrobe_hair_dreadlocks,Hair,Dreadlocks,wardrobe_hair_dreadlocks.name,wardrobe_hair_dreadlocks.desc,Uncommon,mcc:island_cosmetics.hair.dreadlocks,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Long braids of hair that flow around the entire head except the face. [Now with 20% more dread!]
TRUE,TRUE,Cosmetic,wardrobe_hair_elder,Hair,Elder,wardrobe_hair_elder.name,wardrobe_hair_elder.desc,Uncommon,mcc:island_cosmetics.hair.elder,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"A long, thin, white mustache and beard that extends to your character's belly. [Dr. Fu Manchu?]"
TRUE,TRUE,Cosmetic,wardrobe_hair_elvis,Hair,Elvis,wardrobe_hair_elvis.name,wardrobe_hair_elvis.desc,Uncommon,mcc:island_cosmetics.hair.elvis,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A jiggily curl of hair that points in front of and above the head. Look to The King of Rock n Roll. [Thank you very much.]
TRUE,TRUE,Cosmetic,wardrobe_hair_emo,Hair,Emo,wardrobe_hair_emo.name,wardrobe_hair_emo.desc,Uncommon,mcc:island_cosmetics.hair.emo,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Hair that covers one side of the face leaving the other exposed. [I'm just a kid.]
TRUE,TRUE,Cosmetic,wardrobe_hair_fade,Hair,Fade,wardrobe_hair_fade.name,wardrobe_hair_fade.desc,Common,mcc:island_cosmetics.hair.fade,Hair,---,---, --- ,No Currency,default,,FALSE,FALSE,TRUE,Complete,Casual hairstyle that fades down the sides of the head. [3 panels and it's gone.]
TRUE,TRUE,Cosmetic,wardrobe_hair_free_spirit,Hair,Free Spirit,wardrobe_hair_free_spirit.name,wardrobe_hair_free_spirit.desc,Rare,mcc:island_cosmetics.hair.free_spirit,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"Bushy curly hair (disney brave) [If ye had the chance to change yer fate, would ye?]"
TRUE,TRUE,Cosmetic,wardrobe_hair_full_beard,Hair,Full Beard,wardrobe_hair_full_beard.name,wardrobe_hair_full_beard.desc,Uncommon,mcc:island_cosmetics.hair.full_beard,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A full beard and mustache. [Also called 'The Lumberjack.']
TRUE,TRUE,Cosmetic,wardrobe_hair_goatee,Hair,Goatee,wardrobe_hair_goatee.name,wardrobe_hair_goatee.desc,Common,mcc:island_cosmetics.hair.goatee,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A goatee. [No relation to actual goats.]
TRUE,TRUE,Cosmetic,wardrobe_hair_groundskeeper,Hair,Groundskeeper,wardrobe_hair_groundskeeper.name,wardrobe_hair_groundskeeper.desc,Rare,mcc:island_cosmetics.hair.groundskeeper,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,
TRUE,TRUE,Cosmetic,wardrobe_hair_handlebar,Hair,Handlebar Moustache,wardrobe_hair_handlebar.name,wardrobe_hair_handlebar.desc,Uncommon,mcc:island_cosmetics.hair.handlebar,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"A twisted mustache that goes off on both sides of the face. [Necessary for villains, ringleaders, and bike-riders.]"
TRUE,TRUE,Cosmetic,wardrobe_hair_high_top,Hair,High Top,wardrobe_hair_high_top.name,wardrobe_hair_high_top.desc,Common,mcc:island_cosmetics.hair.high_top,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A tall boxy haircut that adds some extra height. [You got a haircut and wound up with this!?]
TRUE,TRUE,Cosmetic,wardrobe_hair_hipster,Hair,Hipster,wardrobe_hair_hipster.name,wardrobe_hair_hipster.desc,Rare,mcc:island_cosmetics.hair.hipster,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A man bun in combination with a full beard. [This haircut was cool before it was popular.]
TRUE,TRUE,Cosmetic,wardrobe_hair_hogan,Hair,Hogan,wardrobe_hair_hogan.name,wardrobe_hair_hogan.desc,Uncommon,mcc:island_cosmetics.hair.hogan,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"A square mustache that frame the mouth. [Fear no man, no beast or evil, brother]"
TRUE,TRUE,Cosmetic,wardrobe_hair_homeless,Hair,Homeless,wardrobe_hair_homeless.name,wardrobe_hair_homeless.desc,Rare,mcc:island_cosmetics.hair.homeless,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A messy and dirty beard and haircut. [It's a lifestyle.]
TRUE,TRUE,Cosmetic,wardrobe_hair_judge,Hair,Judge,wardrobe_hair_judge.name,wardrobe_hair_judge.desc,Rare,mcc:island_cosmetics.hair.judge,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,[Do you yield?!]
TRUE,TRUE,Cosmetic,wardrobe_hair_long_sleek_hair,Hair,Long Sleek Hair,wardrobe_hair_long_sleek_hair.name,wardrobe_hair_long_sleek_hair.desc,Common,mcc:island_cosmetics.hair.long_sleek_hair,Hair,---,---, --- ,No Currency,default,,FALSE,FALSE,TRUE,Complete,"Hair that starts at the back of your head and reaches the top of your bum. [98, 99, 100 brushes!]"
TRUE,TRUE,Cosmetic,wardrobe_hair_mohawk,Hair,Mohawk,wardrobe_hair_mohawk.name,wardrobe_hair_mohawk.desc,Rare,mcc:island_cosmetics.hair.mohawk,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A thin rectangle of hair that goes down the center and back of the player's head. [Behold: The Hawk!]
TRUE,TRUE,Cosmetic,wardrobe_hair_monk,Hair,Monk,wardrobe_hair_monk.name,wardrobe_hair_monk.desc,Uncommon,mcc:island_cosmetics.hair.monk,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A bowl cut with a hole on the scalp. [Om]
TRUE,TRUE,Cosmetic,wardrobe_hair_mutton_chops,Hair,Mutton Chops,wardrobe_hair_mutton_chops.name,wardrobe_hair_mutton_chops.desc,Rare,mcc:island_cosmetics.hair.mutton_chops,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A beard that comes from the sides of the head to just before the chin on both sides. [Mutton!? I was excited for a minute...]
TRUE,TRUE,Cosmetic,wardrobe_hair_noxstache,Hair,Noxstache,wardrobe_hair_noxstache.name,wardrobe_hair_noxstache.desc,Legendary,mcc:island_cosmetics.hair.noxstache,Hair,"27,000",600, $ 12.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,An amazing piece of mustache resembling Noxite's. [Imitation is the sincerest form of flattery.]
TRUE,TRUE,Cosmetic,wardrobe_hair_palm_tree,Hair,Palm Tree,wardrobe_hair_palm_tree.name,wardrobe_hair_palm_tree.desc,Epic,mcc:island_cosmetics.hair.palm_tree,Hair,"8,438",300, $ 6.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"A tree-like shape made out of your hair, resting on the top of your scalp. [Coconuts not included. Unless...!]"
TRUE,TRUE,Cosmetic,wardrobe_hair_pigtails,Hair,Pigtails,wardrobe_hair_pigtails.name,wardrobe_hair_pigtails.desc,Common,mcc:island_cosmetics.hair.pigtails,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Two ties of hair on either side of the head. [Such a cutie!]
TRUE,TRUE,Cosmetic,wardrobe_hair_ponytail,Hair,Ponytail,wardrobe_hair_ponytail.name,wardrobe_hair_ponytail.desc,Common,mcc:island_cosmetics.hair.ponytail,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A ponytail comes from the back of your head. [I was expecting a pony. I feel betrayed.]
TRUE,TRUE,Cosmetic,wardrobe_hair_prince_charming,Hair,Prince Charming,wardrobe_hair_prince_charming.name,wardrobe_hair_prince_charming.desc,Uncommon,mcc:island_cosmetics.hair.prince_charming,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"Pristine shoulder height hair that is curled behind the ears together with some bangs that frame the face. [For the last time, you can't go around kissing sleeping women!]"
TRUE,TRUE,Cosmetic,wardrobe_hair_princess,Hair,Princess,wardrobe_hair_princess.name,wardrobe_hair_princess.desc,Epic,mcc:island_cosmetics.hair.princess,Hair,"8,438",300, $ 6.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"Ram Hair (princess leia). [Help me, EpicLandlord. You're our only hope!]"
TRUE,TRUE,Cosmetic,wardrobe_hair_professor,Hair,Professor,wardrobe_hair_professor.name,wardrobe_hair_professor.desc,Epic,mcc:island_cosmetics.hair.professor,Hair,"8,438",300, $ 6.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,"Messy scientist hair with thick mustache. [When you have a doctorate, your mom gives you permission to have any kind of hairstyle.]"
TRUE,TRUE,Cosmetic,wardrobe_hair_rat_tail,Hair,Rat Tail,wardrobe_hair_rat_tail.name,wardrobe_hair_rat_tail.desc,Common,mcc:island_cosmetics.hair.rat_tail,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A small tail that goes over your neck. [Dedicated to a rat who believed that anyone can cook.]
TRUE,TRUE,Cosmetic,wardrobe_hair_schrute,Hair,Schrute,wardrobe_hair_schrute.name,wardrobe_hair_schrute.desc,Uncommon,mcc:island_cosmetics.hair.schrute,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,[Identity theft is not a joke!]
TRUE,TRUE,Cosmetic,wardrobe_hair_soft_rocker,Hair,Soft Rocker,wardrobe_hair_soft_rocker.name,wardrobe_hair_soft_rocker.desc,Epic,mcc:island_cosmetics.hair.soft_rocker,Hair,"8,438",300, $ 6.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Long flowing hair with a confident stache and beard. [Born to soothe.]
TRUE,TRUE,Cosmetic,wardrobe_hair_soul_patch,Hair,Soul Patch,wardrobe_hair_soul_patch.name,wardrobe_hair_soul_patch.desc,Common,mcc:island_cosmetics.hair.soul_patch,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A think strap stuck to the chin. [Soul not necessary.]
TRUE,TRUE,Cosmetic,wardrobe_hair_spikes,Hair,Spikes,wardrobe_hair_spikes.name,wardrobe_hair_spikes.desc,Epic,mcc:island_cosmetics.hair.spikes,Hair,"8,438",300, $ 6.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,[Anarchy!]
TRUE,TRUE,Cosmetic,wardrobe_hair_twin_bun,Hair,Twin Bun,wardrobe_hair_twin_bun.name,wardrobe_hair_twin_bun.desc,Uncommon,mcc:island_cosmetics.hair.twin_bun,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Twin Bun hairstyle. [Now i'm twice as hungry!]
TRUE,TRUE,Cosmetic,wardrobe_hair_undercut,Hair,Undercut,wardrobe_hair_undercut.name,wardrobe_hair_undercut.desc,Common,mcc:island_cosmetics.hair.undercut,Hair,---,---, --- ,No Currency,default,,FALSE,FALSE,TRUE,Complete,
TRUE,TRUE,Cosmetic,wardrobe_hair_viking_beard,Hair,Viking Beard Braids,wardrobe_hair_viking_beard.name,wardrobe_hair_viking_beard.desc,Epic,mcc:island_cosmetics.hair.viking_beard,Hair,"8,438",300, $ 6.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A long beard with braids inside it. [Hinga Dinga Durgen]
TRUE,TRUE,Cosmetic,wardrobe_hair_vintage,Hair,Vintage,wardrobe_hair_vintage.name,wardrobe_hair_vintage.desc,Uncommon,mcc:island_cosmetics.hair.vintage,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,
TRUE,TRUE,Cosmetic,wardrobe_hair_wavy,Hair,Wavy,wardrobe_hair_wavy.name,wardrobe_hair_wavy.desc,Common,mcc:island_cosmetics.hair.wavy,Hair,938,50, $ 1.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Shoulder lenght hair that curls up at its ends. [Smile and...]
TRUE,TRUE,Cosmetic,wardrobe_hair_wednesday,Hair,Wednesday,wardrobe_hair_wednesday.name,wardrobe_hair_wednesday.desc,Uncommon,mcc:island_cosmetics.hair.wednesday,Hair,"1,406",75, $ 1.50 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,Mischievous with dark intent. Think Wednesday Addams. [Feeling pulled in a new direction? I think you like it.]
TRUE,TRUE,Cosmetic,wardrobe_hair_wizard_beard,Hair,Wizard Beard,wardrobe_hair_wizard_beard.name,wardrobe_hair_wizard_beard.desc,Rare,mcc:island_cosmetics.hair.wizard_beard,Hair,"3,656",150, $ 3.00 ,---,barberShop,,FALSE,FALSE,TRUE,Complete,A full white beard that ends in a fine point at the sternum. [8d6!? Count me in!]
TRUE,TRUE,Cosmetic,wardrobe_hat_anime_shades,Hat,Anime Shades,wardrobe_hat_anime_shades.name,wardrobe_hat_anime_shades.desc,Epic,mcc:island_cosmetics.hat.anime_shades,,"8,438",300, $ 6.00 ,---,accessoryStore,battleBox,TRUE,TRUE,FALSE,In Progress,[My sword will pierce the championship!]
TRUE,,Cosmetic,wardrobe_hat_aqua_axolotls_gills,Hat,Aqua Axolotl Gills,wardrobe_hat_aqua_axolotls_gills.name,wardrobe_hat_aqua_axolotls_gills.desc,Rare,mcc:island_cosmetics.hat.aqua_axolotls_gills,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,Aqua ferns sprout from your head. Aqua Axolotyl Loyalty reward.
,,Cosmetic,,Hat,Aqua Axolotl Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Aqua Axolotls logo, but a 3-dimensional helmet. Aqua Axolotyl Loyalty reward."
,TRUE,Cosmetic,,Hat,Aqua Axolotls' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,An aqua baseball cap. Aqua Axolotyl Loyalty reward.
TRUE,,Cosmetic,wardrobe_hat_aqua_axolotls_crown,Hat,Aqua Axolotls' Crown,wardrobe_hat_aqua_axolotls_crown.name,wardrobe_hat_aqua_axolotls_crown.desc,Legendary,mcc:island_cosmetics.hat.aqua_axolotls_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
,TRUE,Cosmetic,,Hat,Archer,,,Uncommon,,,"1,406",75, $ 1.50 ,---,accessoryStore,battleBox,TRUE,TRUE,FALSE,None,[Robbin' Hood?]
TRUE,TRUE,Cosmetic,wardrobe_hat_astronaut_helmet,Hat,Astronaut Helmet,wardrobe_hat_astronaut_helmet.name,wardrobe_hat_astronaut_helmet.desc,Rare,mcc:island_cosmetics.hat.astronaut_helmet,,"3,656",150, $ 3.00 ,---,accessoryStore,skyBattle,TRUE,TRUE,FALSE,Complete,[One small step is all it takes]
TRUE,TRUE,Cosmetic,wardrobe_hat_banana_hat,Hat,Banana Hat,wardrobe_hat_banana_hat.name,wardrobe_hat_banana_hat.desc,Legendary,mcc:island_cosmetics.hat.banana_hat,,"27,000",600, $ 12.00 ,---,accessoryStore,genericC,TRUE,TRUE,FALSE,Complete,[Behold! For I am Potassium-Man!]
TRUE,TRUE,Cosmetic,wardrobe_hat_bandana,Hat,Bandana,wardrobe_hat_bandana.name,wardrobe_hat_bandana.desc,Common,mcc:island_cosmetics.hat.bandana,,938,50, $ 1.00 ,---,accessoryStore,parkourTag,TRUE,TRUE,FALSE,Complete,"A red bandana around the head. Think Rambo. [Don't push it, or I'll give you rivalry you won't believe.]"
TRUE,TRUE,Cosmetic,wardrobe_hat_beret,Hat,Beret,wardrobe_hat_beret.name,wardrobe_hat_beret.desc,Common,mcc:island_cosmetics.hat.beret,,938,50, $ 1.00 ,---,accessoryStore,genericD,TRUE,TRUE,FALSE,Complete,"A black beret with a small red puff on the top. [Popular among mimes, hide-and-seek enthusiasts, and the French.]"
TRUE,TRUE,Cosmetic,wardrobe_hat_blindfold,Hat,Blindfold,wardrobe_hat_blindfold.name,wardrobe_hat_blindfold.desc,Uncommon,mcc:island_cosmetics.hat.blindfold,,"1,406",75, $ 1.50 ,---,accessoryStore,parkourTag,TRUE,TRUE,FALSE,Complete,[Fifty shades of complete darkness.]
TRUE,,Cosmetic,wardrobe_hat_blue_bats_ears,Hat,Blue Bat Ears,wardrobe_hat_blue_bats_ears.name,wardrobe_hat_blue_bats_ears.desc,Rare,mcc:island_cosmetics.hat.blue_bats_ears,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A set of giant blue bat ears. Blue Bat Loyalty reward.
,,Cosmetic,,Hat,Blue Bat Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Blue Bats logo, but a 3-dimensional helmet. Blue Bat Loyalty reward."
,TRUE,Cosmetic,,Hat,Blue Bats' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A bluebaseball cap. Blue Bat Loyalty reward.
TRUE,,Cosmetic,wardrobe_hat_blue_bats_crown,Hat,Blue Bats' Crown,wardrobe_hat_blue_bats_crown.name,wardrobe_hat_blue_bats_crown.desc,Legendary,mcc:island_cosmetics.hat.blue_bats_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
TRUE,TRUE,Cosmetic,wardrobe_hat_bucket_hat,Hat,Bucket Hat,wardrobe_hat_bucket_hat.name,wardrobe_hat_bucket_hat.desc,Common,mcc:island_cosmetics.hat.bucket_hat,,938,50, $ 1.00 ,---,accessoryStore,hitw,TRUE,TRUE,FALSE,Complete,[*Does not hold water]
TRUE,TRUE,Cosmetic,wardrobe_hat_burger_head,Hat,Burger Head,wardrobe_hat_burger_head.name,wardrobe_hat_burger_head.desc,Rare,mcc:island_cosmetics.hat.burger_head,,"3,656",150, $ 3.00 ,---,accessoryStore,genericA,TRUE,TRUE,FALSE,Complete,[Mmm.. Burger]
TRUE,TRUE,Cosmetic,wardrobe_hat_cat_ear_headphones,Hat,Cat Ear Headphones,wardrobe_hat_cat_ear_headphones.name,wardrobe_hat_cat_ear_headphones.desc,Uncommon,mcc:island_cosmetics.hat.cat_ear_headphones,,"1,406",75, $ 1.50 ,---,accessoryStore,genericB,TRUE,TRUE,FALSE,Complete,[Purrfect starter headgear for streaming!]
TRUE,TRUE,Cosmetic,wardrobe_hat_cat_ears,Hat,Cat Ears,wardrobe_hat_cat_ears.name,wardrobe_hat_cat_ears.desc,Uncommon,mcc:island_cosmetics.hat.cat_ears,Hair,"1,406",75, $ 1.50 ,,accessoryStore,genericC,TRUE,TRUE,FALSE,Complete,[Meow?]
TRUE,TRUE,Cosmetic,wardrobe_hat_chefs_hat,Hat,Chef's Hat,wardrobe_hat_chefs_hat.name,wardrobe_hat_chefs_hat.desc,Common,mcc:island_cosmetics.hat.chefs_hat,,938,50, $ 1.00 ,---,accessoryStore,genericD,TRUE,TRUE,FALSE,Complete,"[What's cookin, good lookin?]"
TRUE,TRUE,Cosmetic,wardrobe_hat_chicken_head,Hat,Chicken Head,wardrobe_hat_chicken_head.name,wardrobe_hat_chicken_head.desc,Rare,mcc:island_cosmetics.hat.chicken_head,Animal Instinct,"3,656",150, $ 3.00 ,---,parts,tgttos,TRUE,TRUE,FALSE,Complete,[No longer headless!]
TRUE,TRUE,Cosmetic,wardrobe_hat_computer_head,Hat,Computer Head,wardrobe_hat_computer_head.name,wardrobe_hat_computer_head.desc,Legendary,mcc:island_cosmetics.hat.computer_head,,"27,000",600, $ 12.00 ,---,accessoryStore,genericA,TRUE,TRUE,FALSE,In Progress,[HELLO WORLD]
,TRUE,Cosmetic,,Hat,Cool Dude Shades,,,Legendary,,,---,---, --- ,No Currency,bundle,parkourTag,FALSE,FALSE,FALSE,None,"A pair of very nice, very expensive, very exclusive shades. [Welcome to MCC Island, baby.]"
TRUE,TRUE,Cosmetic,wardrobe_hat_cool_shades,Hat,Cool Shades,wardrobe_hat_cool_shades.name,wardrobe_hat_cool_shades.desc,Rare,mcc:island_cosmetics.hat.cool_shades,,"3,656",150, $ 3.00 ,---,accessoryStore,parkourTag,TRUE,TRUE,FALSE,In Progress,"[Sun's out, guns out!]"
TRUE,TRUE,Cosmetic,wardrobe_hat_cthulus_head,Hat,Cthulu's Head,wardrobe_hat_cthulus_head.name,wardrobe_hat_cthulus_head.desc,Epic,mcc:island_cosmetics.hat.cthulus_head,Spooktacular,"8,438",300, $ 6.00 ,---,accessoryStore,aceRace,TRUE,TRUE,FALSE,Complete,A mass of tentacles spewing from the player's head. Maybe bat ears on the side of the head. [Ph'nglui mglw'nafh Bloc'kulu MCC Island wgah'nagl fhtagn]
TRUE,,Cosmetic,wardrobe_hat_cyan_coyotes_ears,Hat,Cyan Coyote Ears,wardrobe_hat_cyan_coyotes_ears.name,wardrobe_hat_cyan_coyotes_ears.desc,Rare,mcc:island_cosmetics.hat.cyan_coyotes_ears,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"A head lamp like what old miners would wear; but rather than a candle, there i a lit stick of dynamite on your head! Cyan Creeper Loyalty reward."
,,Cosmetic,,Hat,Cyan Coyote Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Cyan Coyotes logo, but a 3-dimensional helmet. Cyan Coyote Loyalty reward."
,TRUE,Cosmetic,,Hat,Cyan Coyotes' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A cyan baseball cap. Cyan Creeper Loyalty reward.
TRUE,,Cosmetic,wardrobe_hat_cyan_coyotes_crown,Hat,Cyan Coyotes' Crown,wardrobe_hat_cyan_coyotes_crown.name,wardrobe_hat_cyan_coyotes_crown.desc,Legendary,mcc:island_cosmetics.hat.cyan_coyotes_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
TRUE,TRUE,Cosmetic,wardrobe_hat_detective,Hat,Detective,wardrobe_hat_detective.name,wardrobe_hat_detective.desc,Common,mcc:island_cosmetics.hat.detective,,938,50, $ 1.00 ,---,accessoryStore,parkourTag,TRUE,TRUE,FALSE,None,A cheshire cap like a certain Holmes might wear. [Someone stole the detective's hat; but he's on the case!]
