Active,Category,Item Name,Rarity,Colorable,Default Color,Sources,Item ID,Icon ID,Editor Icon ID,Wardrobe Icon ID,Base Cosmetic,Price (Crafting),Status,Description
TRUE,Hat,Shroud (Piercing Eyes),Epic,TRUE,#9d5adc,,wardrobe_hat_variant_shroud_piercing_eyes,mcc:island_cosmetics.hat_variant.shroud_piercing_eyes,,,wardrobe_hat_shroud,component_bland_thread: 0; component_chicken_glue: 0; component_clouded_glass: 0; component_leather_scrap: 4; component_rubber_band: 1; component_finde_string: 1; component_shiny_rock: 0; component_smoking_sulfur: 2; component_vacant_seashell: 0; component_feather_bundle: 0; component_reptilian_scales: 2; component_steel_plate: 0; component_velvet_fabric: 0; component_abyssal_ichor: 0; component_crystal_shards: 0; component_hollow_bone: 0; component_silky_satin: 0; component_everliving_flame: 0; component_glistening_pearl: 0; component_perfected_alloy: 0; component_pristine_chitin: 0,Complete,
TRUE,Aura,Greater Ranked Aura,Legendary,,,,aura_rank_4_scattered_shapes,,,,aura_rank_2_scattered_shapes,component_bland_thread: 0; component_chicken_glue: 0; component_clouded_glass: 0; component_leather_scrap: 0; component_rubber_band: 0; component_finde_string: 0; component_shiny_rock: 0; component_smoking_sulfur: 0; component_vacant_seashell: 0; component_feather_bundle: 0; component_reptilian_scales: 0; component_steel_plate: 0; component_velvet_fabric: 0; component_abyssal_ichor: 0; component_crystal_shards: 0; component_hollow_bone: 0; component_silky_satin: 0; component_everliving_flame: 0; component_glistening_pearl: 0; component_perfected_alloy: 0; component_pristine_chitin: 0,Complete,"Must own rank 4 to unlock. Ihdenstical to the Ranked Aura, but an equal distribution of the apes should be green, blue, purple and orange as opposed to only green and blue. The frequency of shapes should increase."
TRUE,Trail,Greater Ranked Trail,Epic,,,,trail_rank_3_scattered_shapes,,,,trail_rank_1_scattered_shapes,component_bland_thread: 0; component_chicken_glue: 0; component_clouded_glass: 0; component_leather_scrap: 0; component_rubber_band: 0; component_finde_string: 0; component_shiny_rock: 0; component_smoking_sulfur: 0; component_vacant_seashell: 0; component_feather_bundle: 0; component_reptilian_scales: 0; component_steel_plate: 0; component_velvet_fabric: 0; component_abyssal_ichor: 0; component_crystal_shards: 0; component_hollow_bone: 0; component_silky_satin: 0; component_everliving_flame: 0; component_glistening_pearl: 0; component_perfected_alloy: 0; component_pristine_chitin: 0,Complete,"Must own rank 3 or higher to unlock. Identical to the Lesser Ranked Trail, but a roughly equal distribution of the gems should be green, blue, or purple as oposed to only green. The frequency of shapes should increase."
TRUE,Trail,Superior Ranked Trail,Legendary,,,,trail_rank_5_scattered_shapes,,,,trail_rank_1_scattered_shapes,component_bland_thread: 0; component_chicken_glue: 0; component_clouded_glass: 0; component_leather_scrap: 0; component_rubber_band: 0; component_finde_string: 0; component_shiny_rock: 0; component_smoking_sulfur: 0; component_vacant_seashell: 0; component_feather_bundle: 0; component_reptilian_scales: 0; component_steel_plate: 0; component_velvet_fabric: 0; component_abyssal_ichor: 0; component_crystal_shards: 0; component_hollow_bone: 0; component_silky_satin: 0; component_everliving_flame: 0; component_glistening_pearl: 0; component_perfected_alloy: 0; component_pristine_chitin: 0,Complete,"Must own or have owned at some point rank 5 to unlock. Identical to the Ranked Trail, but orange should be added to the possible colors. Additionally, a light red outline (and possible tint) should be added to all the shapes. The frequency of shapes appearing should increase."
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,
